GEOGRAPHICAL_BOROUGH_NAME,NEW_BOROUGH_GROUPING,RAM,CONSOLIDATED_NAME,CONSOLIDATED_TDS_NUM,DEVELOPMENT_NAME,TDS_NUM,ADDRESS_LINE_1,BUILDING_NUM,LOCATION,LOCATION_TYPE,OWNERGROUP,SOURCESYSID,CALL_CENTER_TYPE,PARENT,WONUM,TRADE_TYPE,CRAFT_DESCRIPTION,FAILURECODE,PROBLEMCODE,WOPRIORITY,REPORTDATE,ZZCREATEDATE,SCHEDSTART,TARGSTARTDATE,ACTSTART,ACTFINISH,STATUS,STATUSDATE,DISPOSITION_DESC,DISPOSITION_SUB_DESC,WORK_DONE_DESC,ZZSUBWORKTYPE,CAUSE,REMEDY,ZZRESCODE,LAST_LABTRANS_TRANSTYPE,TOTAL_REPAIRS_DONE,REPAIRS_DONE_LIST,VANDALISM_CODE,ZZCOURTORDER,ZZRRPWORKREQUIRED,ZZRRPWORKAMOUNT,DESCRIPTION,Days to Complete Or Still Open,TDS,BUILDING,STAIRHALL,ROOM,PROBLEMANDFAILURE,CATEGORY
Staten Island,Mixed Finance,HIPPS,Stapleton,114,STAPLETON,114,210 BROAD STREET,GN,114.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65147771,65147771,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTMOVING,3,2019-01-15,2019-01-15,,,2019-01-19,2019-01-19,CLOSE,2019-01-22,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,COMPACTOR #1 RAM LOST POWER - NEAR 51 HILL STREET,4.078611,114,,,GND01,RAMNOTMOVINGCOMPACTOR,EXTCOMPACTOR
Staten Island,Mixed Finance,HIPPS,Stapleton,114,STAPLETON,114,210 BROAD STREET,GN,114.GND01,GROUNDS,DEV114,MAXIMO,Non-CCC,67217135,67217135,SKILLED TRADES,Vendor,COMPACTOR,NEEDSOILCHANGE,3,2019-06-14,2019-06-14,,,2019-07-02,2019-07-02,CLOSE,2019-07-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,MACHINECLEANED,0,0,N,,REPLACE 3 OLD CONTAINERS WITH 3 NEW CONTAINERS,18.030035,114,,,GND01,NEEDSOILCHANGECOMPACTOR,EXTCOMPACTOR
Staten Island,Mixed Finance,HIPPS,Stapleton,114,STAPLETON,114,210 BROAD STREET,GN,114.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,69330672,69330672,MAINTENANCE,Maintenance,COMPACTOR,FITTINGOILLEAK,3,2019-10-01,2019-10-01,,,2019-10-10,2019-10-10,CLOSE,2019-10-12,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICHOSEREPLACED,0,0,,,"#2 OUTSIDE COMPACTOR NEAR 51 HILL ST. HYDRAULIC OIL LINEHAS A SPLIT IN THE LINE, LEAKING OIL",9.025706,114,,,GND01,FITTINGOILLEAKCOMPACTOR,EXTCOMPACTOR
Staten Island,Mixed Finance,HIPPS,Stapleton,114,STAPLETON,114,210 BROAD STREET,GN,114.GND01,GROUNDS,DEV114,MAXIMO,Non-CCC,67783374,67783374,SKILLED TRADES,Vendor,COMPACTOR,COMPACTOROOO,3,2019-07-18,2019-07-18,,,,,CLOSE,2019-07-18,CLOSED,Resolved Through Triage,Work Not Done,,,,RESLVDTHRUTRIAGE,,,,0,0,N,,OUTSIDE COMPACTOR #2 POWER FAILURE DUE TO CON EDISON,0.038264,114,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Staten Island,Mixed Finance,HIPPS,Stapleton,114,STAPLETON,114,210 BROAD STREET,GN,114.GND01,GROUNDS,DEV114,MAXIMO,Non-CCC,69375770,69375770,SKILLED TRADES,Vendor,COMPACTOR,FULLBAGSWITCHOOO,3,2019-10-04,2019-10-04,,,2019-11-07,2019-11-07,CLOSE,2019-11-12,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,DOORSAFETYSWITCHREPAIRED,0,0,N,,OUTSIDE COMPACTOR #2 - REPLACE ELECTRICAL CONTROLS,34.116655,114,,,GND01,FULLBAGSWITCHOOOCOMPACTOR,EXTCOMPACTOR
Staten Island,Mixed Finance,HIPPS,Stapleton,114,STAPLETON,114,51 HILL STREET,6,114.06.GND01,GROUNDS,DEV114,MAXIMO,Non-CCC,67296443,67296443,SKILLED TRADES,Vendor,COMPACTOR,COMPACTOROOO,3,2019-06-21,2019-06-21,,,2019-08-05,2019-08-05,CLOSE,2019-08-08,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,MACHINECLEANED,0,0,N,,WELD PLATE TO RAM OF NUMBER TWO OUTSIDE COMPACTOR,44.833438,114,6,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Staten Island,Mixed Finance,HIPPS,Stapleton,114,STAPLETON,114,210 BROAD STREET,GN,114.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65077522,65077522,MAINTENANCE,Maintenance,COMPACTOR,FULLBAGSWITCHOOO,3,2019-01-09,2019-01-09,,,2019-01-10,2019-01-10,CLOSE,2019-01-11,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,"OUTSIDE COMPACTOR #2 BY 51 HILL ST. NOT RUNNING ON AUTOMATIC, MANUAL ONLY.",1.02662,114,,,GND01,FULLBAGSWITCHOOOCOMPACTOR,EXTCOMPACTOR
Staten Island,Mixed Finance,HIPPS,Stapleton,114,STAPLETON,114,210 BROAD STREET,GN,114.GND01,GROUNDS,DEV114,MAXIMO,Non-CCC,73693219,73693219,SKILLED TRADES,Vendor,COMPACTOR,COMPACTORLEAKING,3,2020-05-14,2020-05-14,,,2020-05-28,2020-05-28,CLOSE,2020-06-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,STRAPREINFORCED;MACHINECLEANED,0,0,N,,OUTSIDE COMPACOTR #1 - RIP ON THE SIDE OF MACHINE,14.269387,114,,,GND01,COMPACTORLEAKINGCOMPACTOR,EXTCOMPACTOR
Staten Island,Mixed Finance,HIPPS,Stapleton,114,STAPLETON,114,210 BROAD STREET,GN,114.GND01,GROUNDS,DEV114,MAXIMO,Non-CCC,73693243,73693243,SKILLED TRADES,Vendor,COMPACTOR,NEEDSCLEANING,3,2020-05-14,2020-05-14,,,2020-05-28,2020-05-28,CLOSE,2020-06-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,MACHINECLEANED;STRAPREINFORCED,0,0,N,,OUTSIDE COMPACTOR #2 RIP ON THE SIDE OF THE COMPACTOR,14.268032,114,,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Staten Island,Mixed Finance,HIPPS,Stapleton,114,STAPLETON,114,210 BROAD STREET,GN,114.GND01,GROUNDS,DEV114,MAXIMO,Non-CCC,73764334,73764334,SKILLED TRADES,Vendor,COMPACTOR,RAMNOTPUSHING,3,2020-05-21,2020-05-21,,,2020-05-28,2020-05-28,CLOSE,2020-06-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,ELECPHOTOCELLREPAIRED;DOORSAFETYSWITCHREPAIRED,0,0,N,,OUTSIDE COMPACTOR #1 NEAR 51 HILL STREET - REPAIR/REPLACE PISTON,7.138056,114,,,GND01,RAMNOTPUSHINGCOMPACTOR,EXTCOMPACTOR
Staten Island,Mixed Finance,HIPPS,Stapleton,114,STAPLETON,114,210 BROAD STREET,GN,114.GND01,GROUNDS,DEV114,MAXIMO,Non-CCC,69502632,69502632,SKILLED TRADES,Vendor,COMPACTOR,NOISY,3,2019-10-15,2019-10-15,,,2019-12-22,2019-12-22,CLOSE,2019-12-26,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,DOORSAFETYSWITCHREPLACED,0,0,N,,OUTSIDE COMPACTOR #1 BY 51 HILL ST. - TOP PLACE SEPARATED FROM RAM. REPAIR/WELD PLATE TO RAM,67.986944,114,,,GND01,NOISYCOMPACTOR,EXTCOMPACTOR
Staten Island,Mixed Finance,HIPPS,Stapleton,114,STAPLETON,114,210 BROAD STREET,GN,114.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65099902,65099902,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-01-10,2019-01-10,,,2019-01-19,2019-01-19,CLOSE,2019-01-22,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICHOSEREPLACED,0,0,,,OUTSIDE COMPACTOR #2 - BY 51 HILL ST. - PUNCTURE IN HYDRAULIC HOSE,8.801389,114,,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,West Brighton,116,WEST BRIGHTON I,116,820 HENDERSON AVENUE,1,116.01.GND01,GROUNDS,DEV116,MAXIMO,Non-CCC,70124484,70124484,SKILLED TRADES,Vendor,COMPACTOR,CHUTECUTOFFGATESTUCK,3,2019-11-12,2019-11-12,,,2019-11-27,2019-11-27,CLOSE,2019-12-24,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,STRAPREINFORCED,0,0,N,,needs new plates,15.016921,116,1,,GND01,CHUTECUTOFFGATESTUCKCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,West Brighton,116,WEST BRIGHTON I,116,810 HENDERSON AVENUE,5,116.05.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65277499,65277499,MAINTENANCE,Maintenance,COMPACTOR,RAMSLOW,3,2019-01-25,2019-01-25,,,2019-01-29,2019-01-29,CLOSE,2019-01-30,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,4.041447,116,5,,GND01,RAMSLOWCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,West Brighton,116,WEST BRIGHTON I,116,820 HENDERSON AVENUE,1,116.01.GND01,GROUNDS,DEV116,MAXIMO,Non-CCC,72698129,72698129,MAINTENANCE,Maintenance,COMPACTOR,RAMSLOW,3,2020-02-27,2020-02-27,,,2020-03-05,2020-03-05,CLOSE,2020-03-06,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,CHUTESHUTOFFGATEREPAIRED,0,0,,,COMPACTOR - MAINT,7.042569,116,1,,GND01,RAMSLOWCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,West Brighton,116,WEST BRIGHTON I,116,210 BROADWAY,GN,116.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,67860258,67860258,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2019-07-24,2019-07-24,,,2019-08-03,2019-08-03,CLOSE,2019-08-06,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,EXTERIOR COMPACTOR 2 LEAKING OIL,10.029132,116,,,GND01,MACHOILLEAKCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,West Brighton,116,WEST BRIGHTON I,116,820 HENDERSON AVENUE,1,116.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,72061709,72061709,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2020-01-13,2020-01-13,,,2020-01-17,2020-01-17,CLOSE,2020-01-18,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,3,HYDROLICHOSEREPLACED;HYDROLICCYLINDERREPAIRED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - MAINT,4.017546,116,1,,GND01,MACHOILLEAKCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,West Brighton,116,WEST BRIGHTON I,116,820 HENDERSON AVENUE,1,116.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,70120734,70120734,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-11-12,2019-11-12,,,2019-11-15,2019-11-15,CLOSE,2019-11-16,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,HYDROLICHOSEREPLACED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - MAINT,2.907118,116,1,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,West Brighton,116,WEST BRIGHTON I,116,820 HENDERSON AVENUE,1,116.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66463824,66463824,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-04-16,2019-04-16,,,2019-04-17,2019-04-17,CLOSE,2019-04-19,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICHOSEREPLACED,0,0,,,COMPACTOR - MAINT,0.819664,116,1,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,West Brighton,116,WEST BRIGHTON I,116,820 HENDERSON AVENUE,1,116.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,72637446,72637446,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTPUSHING,3,2020-02-24,2020-02-24,,,2020-02-25,2020-02-25,CLOSE,2020-02-26,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,1.251632,116,1,,GND01,RAMNOTPUSHINGCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,West Brighton,116,WEST BRIGHTON I,116,820 HENDERSON AVENUE,1,116.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,69611367,69611367,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTPUSHING,3,2019-10-21,2019-10-21,,,2019-10-22,2019-10-22,CLOSE,2019-10-22,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,COMPACTOR - MAINT,0.843542,116,1,,GND01,RAMNOTPUSHINGCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,West Brighton,116,WEST BRIGHTON I,116,820 HENDERSON AVENUE,1,116.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73879080,73879080,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2020-06-01,2020-06-01,,,2020-06-05,2020-06-05,CLOSE,2020-06-05,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,3,HYDROLICHOSEREPLACED;HYDROLICCYLINDERREPAIRED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - MAINT,4.123623,116,1,,GND01,MACHOILLEAKCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,West Brighton,116,WEST BRIGHTON I,116,810 HENDERSON AVENUE,5,116.05.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,68118408,68118408,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-08-09,2019-08-09,,,2019-08-19,2019-08-19,CLOSE,2019-08-20,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,COMPACTOR - MAINT,10.141088,116,5,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,West Brighton,116,WEST BRIGHTON I,116,820 HENDERSON AVENUE,1,116.01.GND01,GROUNDS,DEV116,MAXIMO,Non-CCC,67038227,67038227,SKILLED TRADES,Vendor,COMPACTOR,NEEDSCLEANING,3,2019-05-31,2019-05-31,,,2019-06-07,2019-06-07,CLOSE,2019-06-07,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,TRANSITIONCHUTECLEANED,0,0,N,,needs welding both containers,7.028519,116,1,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,Richmond Terrace,117,RICHMOND TERRACE,117,81 JERSEY STREET,4,117.04.GND01,GROUNDS,DEV117,SIEBEL,CCC,65628058,65628058,MAINTENANCE,Maintenance,COMPACTOR,NOISY,3,2019-02-21,2019-02-21,,,2019-02-21,2019-02-21,CLOSE,2019-02-21,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,COMPACTOR - MAINT,0.270775,117,4,,GND01,NOISYCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,Richmond Terrace,117,RICHMOND TERRACE,117,121 JERSEY STREET,GN,117.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,71591300,71591300,MAINTENANCE,Maintenance,COMPACTOR,COMPACTORLEAKING,3,2019-12-16,2019-12-16,,,2019-12-20,2019-12-20,CLOSE,2019-12-21,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,3,HYDROLICHOSEREPLACED;HYDROLICCYLINDERREPAIRED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - MAINT,4.176146,117,,,GND01,COMPACTORLEAKINGCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,Richmond Terrace,117,RICHMOND TERRACE,117,121 JERSEY STREET,GN,117.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,68148284,68148284,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-08-12,2019-08-12,,,2019-08-19,2019-08-19,CLOSE,2019-08-20,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,7.530613,117,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,THEODORE,Adams,118,ADAMS,118,710 TINTON AVENUE,5,118.05.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73797511,73797511,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2020-05-26,2020-05-26,,,2020-06-01,2020-06-01,CLOSE,2020-06-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,3,HYDROLICHOSEREPLACED;ELECTRICITYRESTORED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - MAINT,5.836875,118,5,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,THEODORE,Adams,118,ADAMS,118,710 TINTON AVENUE,5,118.05.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73357342,73357342,MAINTENANCE,Maintenance,COMPACTOR,COMPACTORLEAKING,3,2020-04-07,2020-04-07,,,2020-04-09,2020-04-09,CLOSE,2020-04-10,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICCYLINDERREPAIRED,0,0,,,Machine #1 Exterior,2.08081,118,5,,GND01,COMPACTORLEAKINGCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,THEODORE,Adams,118,ADAMS,118,710 TINTON AVENUE,5,118.05.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73476723,73476723,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2020-04-23,2020-04-23,,,2020-04-27,2020-04-27,CLOSE,2020-04-27,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,leaking oil,3.906192,118,5,,GND01,MACHOILLEAKCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,BETHEA,Morrisania Air Rights,267,JACKSON,120,3145 PARK AVENUE,GN,120.GND01,GROUNDS,DEV267,MAXIMO,Non-CCC,69279565,69279565,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTPUSHING,3,2019-09-30,2019-09-30,,,2019-10-02,2019-10-02,CLOSE,2019-12-05,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,MACHINEUNJAMMED,0,0,,,COMPACTOR - MAINT,2.10897,120,,,GND01,RAMNOTPUSHINGCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,BETHEA,Morrisania Air Rights,267,JACKSON,120,3145 PARK AVENUE,GN,120.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,67183368,67183368,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2019-06-12,2019-06-12,,,2019-06-14,2019-06-14,CLOSE,2019-06-17,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,2.250208,120,,,GND01,MACHOILLEAKCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,BETHEA,Morrisania Air Rights,267,JACKSON,120,3145 PARK AVENUE,GN,120.GND01,GROUNDS,DEV267,MAXIMO,Non-CCC,71471081,71471081,SKILLED TRADES,Welder,COMPACTOR,CHUTECUTOFFGATESTUCK,3,2019-12-06,2019-12-06,,,2020-04-06,2020-04-06,CLOSE,2020-04-06,CLOSED,Completed on Arrival,Work Not Done,,,,,COMPLETEONARRIVAL,,,0,0,,,COMPACTOR - WELDER,122.0811,120,,,GND01,CHUTECUTOFFGATESTUCKCOMPACTOR,EXTCOMPACTOR
Bronx,NGO1,MCMILLAN,Mott Haven,121,MOTT HAVEN,121,373 EAST 141ST STREET,GN,121.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,68540460,68540460,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-08-30,2019-08-30,,,2019-09-04,2019-09-04,CLOSE,2019-09-06,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICHOSEREPLACED,0,0,,,ez pak #2,5.119363,121,,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Bronx,NGO1,MCMILLAN,Mott Haven,121,MOTT HAVEN,121,355 EAST 143RD STREET,7,121.07.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65236266,65236266,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTPUSHING,3,2019-01-22,2019-01-22,,,2019-01-25,2019-01-25,CLOSE,2019-01-26,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSREPLACED,0,0,,,COMPACTOR - MAINT,2.83316,121,7,,GND01,RAMNOTPUSHINGCOMPACTOR,EXTCOMPACTOR
Bronx,NGO1,MCMILLAN,Mott Haven,121,MOTT HAVEN,121,355 EAST 143RD STREET,7,121.07.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,72664956,72664956,MAINTENANCE,Maintenance,COMPACTOR,COMPACTORLEAKING,3,2020-02-25,2020-02-25,,,2020-02-29,2020-02-29,CLOSE,2020-03-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,HYDROLICHOSEREPLACED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - MAINT,4.029884,121,7,,GND01,COMPACTORLEAKINGCOMPACTOR,EXTCOMPACTOR
Bronx,NGO1,MCMILLAN,Mott Haven,121,MOTT HAVEN,121,355 EAST 143RD STREET,7,121.07.GND01,GROUNDS,DEV121,MAXIMO,Non-CCC,65861983,65861983,SKILLED TRADES,Vendor,COMPACTOR,COMPACTOROOO,3,2019-03-12,2019-03-12,,,2019-03-15,2019-03-15,CLOSE,2019-05-10,CLOSED,Completed on Arrival,Work Not Done,,,,,COMPLETEONARRIVAL,,,0,0,N,,Generic Vendor Work Plan,2.876551,121,7,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Bronx,NGO1,MCMILLAN,Mott Haven,121,MOTT HAVEN,121,355 EAST 143RD STREET,7,121.07.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,64997943,64997943,MAINTENANCE,Maintenance,COMPACTOR,DEODORSYSOOO,3,2019-01-04,2019-01-04,,,2019-01-04,2019-01-04,CLOSE,2019-01-04,CLOSED,No Work Done with Sequence,Work Not Done,,,,,NOWORKDONEWITHSEQ,,,0,0,,,COMPACTOR - MAINT,0.080451,121,7,,GND01,DEODORSYSOOOCOMPACTOR,EXTCOMPACTOR
Bronx,NGO1,MCMILLAN,Mott Haven,121,MOTT HAVEN,121,373 EAST 141ST STREET,GN,121.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,74229664,74229664,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2020-06-26,2020-06-26,,,2020-07-02,2020-07-02,CLOSE,2020-07-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICCYLINDERREPAIRED,0,0,,,COMPACTOR - MAINT,6.12713,121,,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Bronx,NGO1,MCMILLAN,Mott Haven,121,MOTT HAVEN,121,355 EAST 143RD STREET,7,121.07.GND01,GROUNDS,DEV121,MAXIMO,Non-CCC,64997943,65000853,SKILLED TRADES,Vendor,COMPACTOR,DEODORSYSOOO,3,2019-01-04,2019-01-04,,,2019-01-11,2019-01-11,CLOSE,2019-05-10,CLOSED,Completed on Arrival,Work Not Done,,,,,COMPLETEONARRIVAL,,,0,0,N,,Generic Vendor Work Plan,6.940544,121,7,,GND01,DEODORSYSOOOCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,SUGGS,Clinton,123,CLINTON,123,1744 LEXINGTON AVENUE,GN,123.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,70274879,70274879,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-11-22,2019-11-22,,,2019-12-03,2019-12-03,CLOSE,2019-12-05,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICCYLINDERREPAIRED,0,0,,,COMPACTOR - MAINT,11.395579,123,,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,SUGGS,Clinton,123,CLINTON,123,1505 PARK AVENUE,1,123.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,67950402,67950402,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-07-29,2019-07-29,,,2019-08-02,2019-08-02,CLOSE,2019-08-03,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,EXTERIOR COMPACTOR #1,4.266678,123,1,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,SUGGS,Clinton,123,CLINTON,123,107 EAST 105TH STREET,6,123.06.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66935624,66935624,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-05-24,2019-05-24,,,2019-05-28,2019-05-28,CLOSE,2019-05-29,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICCYLINDERREPAIRED,0,0,,,EZ Pack OOO,3.952685,123,6,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,SUGGS,Harlem River,3,AUDUBON,125,231 WEST 151ST STREET,GN,125.GND01,GROUNDS,DEV003,MAXIMO,Non-CCC,73362269,73362269,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTPUSHING,3,2020-04-07,2020-04-07,,,2020-04-07,2020-04-07,CLOSE,2020-04-07,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,MACHINEUNJAMMED;MACHINECLEANED,0,0,,,OVERTIME WORK ORDER for Lou # 059473,0.791667,125,,,Unknown - Originally entered as GND01,RAMNOTPUSHINGCOMPACTOR,INTCOMPACTOR
