Department,RC_Name,CST_NAME,CURRENT,PLANNED,VAR
Queens\Staten Island Property Management,Ravenswood Total,,65 ,66 ,(1)
Queens\Staten Island Property Management,Redfern,AST RES BLDG SP,1 ,1 ,0 
Queens\Staten Island Property Management,Redfern,CARETAKER HA,13 ,14 ,(1)
Queens\Staten Island Property Management,Redfern,HSG AST,2 ,1 ,1 
Queens\Staten Island Property Management,Redfern,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Redfern,MAINT WORKER,3 ,3 ,0 
Queens\Staten Island Property Management,Redfern,RES BLDG SUPT,1 ,1 ,0 
Queens\Staten Island Property Management,Redfern,SECY,2 ,2 ,0 
Queens\Staten Island Property Management,Redfern,SUPV HSG CRTKR,1 ,,1 
Queens\Staten Island Property Management,Redfern,SUPV HSG GDKPR,1 ,1 ,0 
Queens\Staten Island Property Management,Redfern Total,,25 ,24 ,1 
Queens\Staten Island Property Management,Richmond Terrace Consolidated,AST RES BLDG SP,1 ,1 ,0 
Queens\Staten Island Property Management,Richmond Terrace Consolidated,CARETAKER HA,17 ,17 ,0 
Queens\Staten Island Property Management,Richmond Terrace Consolidated,HSG AST,2 ,2 ,0 
Queens\Staten Island Property Management,Richmond Terrace Consolidated,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Richmond Terrace Consolidated,MAINT WORKER,4 ,4 ,0 
Queens\Staten Island Property Management,Richmond Terrace Consolidated,RES BLDG SUPT,1 ,1 ,0 
Queens\Staten Island Property Management,Richmond Terrace Consolidated,SECY,2 ,2 ,0 
Queens\Staten Island Property Management,Richmond Terrace Consolidated,SUPV HSG CRTKR,1 ,1 ,0 
Queens\Staten Island Property Management,Richmond Terrace Consolidated,SUPV HSG GDKPR,1 ,1 ,0 
Queens\Staten Island Property Management,Richmond Terrace Consolidated Total,,30 ,30 ,0 
Queens\Staten Island Property Management,South Beach Consolidated,AST RES BLDG SP,1 ,1 ,0 
Queens\Staten Island Property Management,South Beach Consolidated,CARETAKER HA,14 ,13 ,1 
Queens\Staten Island Property Management,South Beach Consolidated,HSG AST,3 ,3 ,0 
Queens\Staten Island Property Management,South Beach Consolidated,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,South Beach Consolidated,MAINT WORKER,3 ,3 ,0 
Queens\Staten Island Property Management,South Beach Consolidated,RES BLDG SUPT,1 ,1 ,0 
Queens\Staten Island Property Management,South Beach Consolidated,SECY,2 ,2 ,0 
Queens\Staten Island Property Management,South Beach Consolidated,SUPV HSG CRTKR,1 ,1 ,0 
Queens\Staten Island Property Management,South Beach Consolidated,SUPV HSG GDKPR,1 ,1 ,0 
Queens\Staten Island Property Management,South Beach Consolidated Total,,27 ,26 ,1 
Queens\Staten Island Property Management,South Jamaica Consolidated,AST HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,South Jamaica Consolidated,AST RES BLDG SP,1 ,1 ,0 
Queens\Staten Island Property Management,South Jamaica Consolidated,CARETAKER HA,20 ,28 ,(8)
Queens\Staten Island Property Management,South Jamaica Consolidated,HSG AST,3 ,3 ,0 
Queens\Staten Island Property Management,South Jamaica Consolidated,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,South Jamaica Consolidated,MAINT WORKER,5 ,5 ,0 
Queens\Staten Island Property Management,South Jamaica Consolidated,RES BLDG SUPT,1 ,1 ,0 
Queens\Staten Island Property Management,South Jamaica Consolidated,SECY,2 ,1 ,1 
Queens\Staten Island Property Management,South Jamaica Consolidated,SUPV HSG CRTKR,1 ,,1 
Queens\Staten Island Property Management,South Jamaica Consolidated,SUPV HSG GDKPR,1 ,1 ,0 
Queens\Staten Island Property Management,South Jamaica Consolidated Total,,36 ,42 ,(6)
Queens\Staten Island Property Management,Todt Hill,AST RES BLDG SP,1 ,1 ,0 
Queens\Staten Island Property Management,Todt Hill,CARETAKER HA,13 ,13 ,0 
Queens\Staten Island Property Management,Todt Hill,CLERICAL ASO,1 ,1 ,0 
Queens\Staten Island Property Management,Todt Hill,HSG AST,2 ,2 ,0 
Queens\Staten Island Property Management,Todt Hill,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Todt Hill,MAINT WORKER,2 ,2 ,0 
Queens\Staten Island Property Management,Todt Hill,RES BLDG SUPT,1 ,1 ,0 
Queens\Staten Island Property Management,Todt Hill,SECY,1 ,1 ,0 
Queens\Staten Island Property Management,Todt Hill,SUPV HSG CRTKR,1 ,1 ,0 
Queens\Staten Island Property Management,Todt Hill,SUPV HSG GDKPR,1 ,1 ,0 
Queens\Staten Island Property Management,Todt Hill Total,,24 ,24 ,0 
Queens\Staten Island Property Management,West Brighton Consolidated,AST RES BLDG SP,1 ,1 ,0 
Queens\Staten Island Property Management,West Brighton Consolidated,CARETAKER HA,13 ,13 ,0 
Queens\Staten Island Property Management,West Brighton Consolidated,HSG AST,2 ,2 ,0 
Queens\Staten Island Property Management,West Brighton Consolidated,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,West Brighton Consolidated,MAINT WORKER,3 ,2 ,1 
Queens\Staten Island Property Management,West Brighton Consolidated,RES BLDG SUPT,1 ,1 ,0 
Queens\Staten Island Property Management,West Brighton Consolidated,SECY,2 ,1 ,1 
Queens\Staten Island Property Management,West Brighton Consolidated,SUPV HSG CRTKR,1 ,1 ,0 
Queens\Staten Island Property Management,West Brighton Consolidated,SUPV HSG GDKPR,1 ,1 ,0 
Queens\Staten Island Property Management,West Brighton Consolidated Total,,25 ,23 ,2 
Queens\Staten Island Property Management,Woodside,AST HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Woodside,AST RES BLDG SP,2 ,2 ,0 
Queens\Staten Island Property Management,Woodside,CARETAKER HA,26 ,30 ,(4)
Queens\Staten Island Property Management,Woodside,HSG AST,3 ,3 ,0 
Queens\Staten Island Property Management,Woodside,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Woodside,MAINT WORKER,6 ,5 ,1 
Queens\Staten Island Property Management,Woodside,RES BLDG SUPT,1 ,,1 
Queens\Staten Island Property Management,Woodside,SECY,2 ,1 ,1 
Queens\Staten Island Property Management,Woodside,SUPV HSG CRTKR,1 ,1 ,0 
Queens\Staten Island Property Management,Woodside,SUPV HSG GDKPR,1 ,1 ,0 
Queens\Staten Island Property Management,Woodside Total,,44 ,45 ,(1)
Queens\Staten Island Property Management Total,,,662 ,661 ,1 
Tax Credit LLC,Bay View,AST HSG MGR,1 ,1 ,0 
Tax Credit LLC,Bay View,AST RES BLDG SP,2 ,2 ,0 
Tax Credit LLC,Bay View,CARETAKER HA,31 ,31 ,0 
Tax Credit LLC,Bay View,HSG AST,4 ,4 ,0 
Tax Credit LLC,Bay View,HSG MGR,1 ,1 ,0 
Tax Credit LLC,Bay View,MAINT WORKER,7 ,6 ,1 
Tax Credit LLC,Bay View,RES BLDG SUPT,1 ,1 ,0 
Tax Credit LLC,Bay View,SECY,2 ,2 ,0 
Tax Credit LLC,Bay View,SUPV HSG CRTKR,2 ,2 ,0 
Tax Credit LLC,Bay View,SUPV HSG GDKPR,1 ,1 ,0 
Tax Credit LLC,Bay View Total,,52 ,51 ,1 
Tax Credit LLC,Castle Hill,AST HSG MGR,2 ,1 ,1 
Tax Credit LLC,Castle Hill,AST RES BLDG SP,2 ,2 ,0 
Tax Credit LLC,Castle Hill,CARETAKER HA,37 ,38 ,(1)
Tax Credit LLC,Castle Hill,CITY ATTENDANT,1 ,,1 
Tax Credit LLC,Castle Hill,HSG AST,5 ,4 ,1 
Tax Credit LLC,Castle Hill,HSG MGR,1 ,1 ,0 
Tax Credit LLC,Castle Hill,MAINT WORKER,9 ,8 ,1 
Tax Credit LLC,Castle Hill,RES BLDG SUPT,1 ,1 ,0 
Tax Credit LLC,Castle Hill,SECY,2 ,2 ,0 
Tax Credit LLC,Castle Hill,SUPV HSG CRTKR,2 ,2 ,0 
Tax Credit LLC,Castle Hill,SUPV HSG GDKPR,1 ,1 ,0 
Tax Credit LLC,Castle Hill Total,,63 ,60 ,3 
Tax Credit LLC,Marble Hill,AST HSG MGR,1 ,1 ,0 
Tax Credit LLC,Marble Hill,AST RES BLDG SP,2 ,1 ,1 
Tax Credit LLC,Marble Hill,CARETAKER HA,30 ,26 ,4 
Tax Credit LLC,Marble Hill,CLERICAL ASO,1 ,1 ,0 
Tax Credit LLC,Marble Hill,HSG AST,4 ,3 ,1 
Tax Credit LLC,Marble Hill,HSG MGR,1 ,1 ,0 
Tax Credit LLC,Marble Hill,MAINT WORKER,7 ,3 ,4 
Tax Credit LLC,Marble Hill,RES BLDG SUPT,1 ,1 ,0 
Tax Credit LLC,Marble Hill,SECY,1 ,,1 
Tax Credit LLC,Marble Hill,SUPV HSG CRTKR,2 ,2 ,0 
Tax Credit LLC,Marble Hill,SUPV HSG GDKPR,1 ,1 ,0 
Tax Credit LLC,Marble Hill Total,,51 ,40 ,11 
Tax Credit LLC,Marlboro,AST HSG MGR,1 ,1 ,0 
Tax Credit LLC,Marlboro,AST RES BLDG SP,2 ,1 ,1 
Tax Credit LLC,Marlboro,CARETAKER HA,33 ,32 ,1 
Tax Credit LLC,Marlboro,CLERICAL ASO,1 ,1 ,0 
Tax Credit LLC,Marlboro,HSG AST,4 ,5 ,(1)
Tax Credit LLC,Marlboro,HSG MGR,1 ,,1 
Tax Credit LLC,Marlboro,MAINT WORKER,8 ,6 ,2 
Tax Credit LLC,Marlboro,RES BLDG SUPT,1 ,1 ,0 
Tax Credit LLC,Marlboro,SECY,1 ,,1 
Tax Credit LLC,Marlboro,SUPV HSG CRTKR,2 ,2 ,0 
Tax Credit LLC,Marlboro,SUPV HSG GDKPR,1 ,,1 
Tax Credit LLC,Marlboro Total,,55 ,49 ,6 
Tax Credit LLC,Rutgers,AST RES BLDG SP,1 ,,1 
Tax Credit LLC,Rutgers,CARETAKER HA,15 ,15 ,0 
Tax Credit LLC,Rutgers,CLERICAL ASO,2 ,2 ,0 
Tax Credit LLC,Rutgers,HSG AST,2 ,1 ,1 
Tax Credit LLC,Rutgers,HSG AST BILINGL,,1 ,(1)
Tax Credit LLC,Rutgers,HSG MGR,1 ,1 ,0 
Tax Credit LLC,Rutgers,MAINT WORKER,3 ,3 ,0 
Tax Credit LLC,Rutgers,RES BLDG SUPT,1 ,1 ,0 
Tax Credit LLC,Rutgers,SUPV HSG CRTKR,1 ,1 ,0 
Tax Credit LLC,Rutgers,SUPV HSG GDKPR,1 ,1 ,0 
Tax Credit LLC,Rutgers Total,,27 ,26 ,1 
Tax Credit LLC,"Samuel, Frederick  (City)",AST RES BLDG SP,1 ,1 ,0 
Tax Credit LLC,"Samuel, Frederick  (City)",CARETAKER HA,14 ,14 ,0 
Tax Credit LLC,"Samuel, Frederick  (City)",HSG AST,2 ,2 ,0 
Tax Credit LLC,"Samuel, Frederick  (City)",HSG MGR,1 ,1 ,0 
Tax Credit LLC,"Samuel, Frederick  (City)",MAINT WORKER,3 ,2 ,1 
Tax Credit LLC,"Samuel, Frederick  (City)",RES BLDG SUPT,1 ,,1 
Tax Credit LLC,"Samuel, Frederick  (City)",SECY,2 ,1 ,1 
Tax Credit LLC,"Samuel, Frederick  (City)",SUPV HSG CRTKR,2 ,1 ,1 
Tax Credit LLC,"Samuel, Frederick  (City)",SUPV HSG GDKPR,,1 ,(1)
Tax Credit LLC,"Samuel, Frederick  (City) Total",,26 ,23 ,3 
Tax Credit LLC,Stapleton,AST RES BLDG SP,1 ,1 ,0 
Tax Credit LLC,Stapleton,CARETAKER HA,14 ,14 ,0 
Tax Credit LLC,Stapleton,HSG AST,2 ,2 ,0 
Tax Credit LLC,Stapleton,HSG MGR,1 ,1 ,0 
Tax Credit LLC,Stapleton,MAINT WORKER,3 ,3 ,0 
Tax Credit LLC,Stapleton,RES BLDG SUPT,1 ,1 ,0 
Tax Credit LLC,Stapleton,SECY,2 ,2 ,0 
Tax Credit LLC,Stapleton,SUPV HSG CRTKR,1 ,1 ,0 
Tax Credit LLC,Stapleton,SUPV HSG GDKPR,1 ,1 ,0 
Tax Credit LLC,Stapleton Total,,26 ,26 ,0 
Tax Credit LLC Total,,,300 ,275 ,25 
Grand Total,,,"5,646 ","5,397 ",249 
